"Ranking","Image","Channel","Watch time (mins)","Stream time (mins)","Peak viewers","Average viewers","Followers","Followers gained","Partnered","Mature","Language",""
"606","https://static-cdn.jtvnw.net/jtv_user_pictures/41e4356d-c8b9-47a1-8161-9f590ed8f750-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","AlpTV","41498190","65490","5322","633","774881","22770","true","false","Turkish","AlpTV"
"607","https://static-cdn.jtvnw.net/jtv_user_pictures/1abec3da-bfca-41ab-b7d4-b7be2d4718da-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","frametamer666","372977700","57420","57685","6495","773020","663731","true","false","Russian","frametamer666"
"608","https://static-cdn.jtvnw.net/jtv_user_pictures/2b2d6aa27d13da42-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","GassyMexican","104642445","109455","16892","956","770640","900","true","true","English","GassyMexican"
"609","https://static-cdn.jtvnw.net/jtv_user_pictures/9948c83e-5735-48f7-91c6-afb71827b498-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","itsRyanHiga","194385885","128010","25069","1518","769641","44595","true","false","English","itsRyanHiga"
"610","https://static-cdn.jtvnw.net/jtv_user_pictures/c71b60fc-4215-4c41-aaaa-17908502babf-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","StreamerHouse","277133400","516330","13632","536","769274","-2484","true","false","English","StreamerHouse"
"611","https://static-cdn.jtvnw.net/jtv_user_pictures/3f21446c-76ec-48cd-8753-5224b21b3896-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","DanucD","189827115","134460","6638","1411","769084","54813","true","false","English","DanucD"
"612","https://static-cdn.jtvnw.net/jtv_user_pictures/f1518fb2-01a7-4414-b34d-e2842d20cbef-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","PietSmiet","429298665","70665","86437","6075","768778","41195","true","true","German","PietSmiet"
"613","https://static-cdn.jtvnw.net/jtv_user_pictures/7f6fee82-2f7e-4ef9-8a40-084d06afc903-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","runthefutmarket","547821495","94800","29655","5778","765710","165562","true","false","English","runthefutmarket"
"614","https://static-cdn.jtvnw.net/jtv_user_pictures/88d31f6b-82de-40f1-9971-5240b0324298-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","TBJZL","14398920","8850","6349","1626","764962","81547","true","false","English","TBJZL"
"615","https://static-cdn.jtvnw.net/jtv_user_pictures/294d6ffb-ed1f-4fa2-801b-46eb1baa4e40-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","stevewillsendit","25889835","7335","19987","3529","763837","118373","true","true","English","stevewillsendit"
"616","https://static-cdn.jtvnw.net/jtv_user_pictures/88ee8e0e-f501-4b71-95e2-6b0c40d96752-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","KamoLRF","51789555","103575","5646","500","762959","9011","true","false","German","KamoLRF"
"617","https://static-cdn.jtvnw.net/jtv_user_pictures/cec13e44cee25b0f-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","Sharishaxd","10983735","7065","3816","1554","762553","8541","true","false","Russian","Sharishaxd"
"618","https://static-cdn.jtvnw.net/jtv_user_pictures/806062a8-3d3a-4937-8174-60ee70c27775-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","akyuliych","87554175","21990","19126","3981","762085","415977","true","false","Russian","akyuliych"
"619","https://static-cdn.jtvnw.net/jtv_user_pictures/762a31e8-9829-4957-8073-dd85d67ad576-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Bagi","128347980","92340","18676","1389","762057","132180","true","false","Portuguese","Bagi"
"620","https://static-cdn.jtvnw.net/jtv_user_pictures/5bfa6e89-9f28-483d-8938-934403281d7e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Shiphtur","156623400","176235","13676","888","760793","-10095","true","false","English","Shiphtur"
"621","https://static-cdn.jtvnw.net/jtv_user_pictures/6da0ab16-1f3c-4830-8ad9-94009d3fa49c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ImMarksman","64060710","67725","9462","945","760088","19222","true","false","English","ImMarksman"
"622","https://static-cdn.jtvnw.net/jtv_user_pictures/2b9b394e-1e17-4d84-be94-c80307a1e129-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","H1ghSky1","2526885","12240","970","206","760003","8700","true","false","English","H1ghSky1"
"623","https://static-cdn.jtvnw.net/jtv_user_pictures/aiekillu-profile_image-5f7736e8b087d89a-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","Aiekillu","76482735","103125","7308","741","759901","21820","true","false","French","Aiekillu"
"624","https://static-cdn.jtvnw.net/jtv_user_pictures/5f4a21d4-bc9f-4730-8222-344844c97dfa-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Nuvia_OuO","57746775","51360","13947","1124","759290","204970","true","false","Spanish","Nuvia_OuO"
"625","https://static-cdn.jtvnw.net/jtv_user_pictures/584625a4-8d29-47f2-b66c-b260f1500720-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Aphromoo","26992380","27480","22107","982","759088","-6136","true","false","English","Aphromoo"
"626","https://static-cdn.jtvnw.net/jtv_user_pictures/c6212286-58c7-4b16-8945-22070e804a4f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","XANDAOOGOD","22302615","12720","4289","1753","758145","52703","false","true","Portuguese","XANDAOOGOD"
"627","https://static-cdn.jtvnw.net/jtv_user_pictures/f1a12b66-6db9-4466-8935-9da9d4cb8411-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","midbeast","355818360","98400","18732","3616","757934","82870","true","false","English","midbeast"
"628","https://static-cdn.jtvnw.net/jtv_user_pictures/febe2cb9-8f3d-4b93-8fed-65a997087331-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","momonkunn","40365705","58050","4357","695","757812","10451","true","false","Spanish","momonkunn"
"629","https://static-cdn.jtvnw.net/jtv_user_pictures/3ea140c0-bc41-44d0-9651-787fb2b6c029-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","침착맨 (zilioner)","671100825","76770","66641","8741","757286","108487","true","false","Korean","침착맨 (zilioner)"
"630","https://static-cdn.jtvnw.net/jtv_user_pictures/e548f7f3-1131-4625-b0cc-3fd14281c81b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","LOUD_Mii","6380070","18465","2599","345","757073","19575","true","false","Portuguese","LOUD_Mii"
"631","https://static-cdn.jtvnw.net/jtv_user_pictures/fe4f106094bd5f06-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","RebirthzTV","1237271205","113415","33581","10909","756986","180611","true","false","Thai","RebirthzTV"
"632","https://static-cdn.jtvnw.net/jtv_user_pictures/050dc666-c615-4ab0-a08f-749d6dc15faf-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","RRaenee","285050925","37500","17102","7601","752679","369829","true","true","Turkish","RRaenee"
"633","https://static-cdn.jtvnw.net/jtv_user_pictures/73e04321-1116-4b09-8a89-2ce801bf3e16-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Werlyb","266017215","62580","21276","4250","751828","73702","true","false","Spanish","Werlyb"
"634","https://static-cdn.jtvnw.net/jtv_user_pictures/0b0567b5-ee59-4336-9f71-80c7a6e32d91-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","Enviosity","421729770","121425","31320","3473","750833","119775","true","false","English","Enviosity"
"635","https://static-cdn.jtvnw.net/jtv_user_pictures/09b5ba4f-a537-4e35-b31c-af253afccae5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","gskianto","205503900","281805","4537","729","750370","66311","true","true","Italian","gskianto"
"636","https://static-cdn.jtvnw.net/jtv_user_pictures/da54e688-a5c8-4b5a-b5cf-a1799b5da50f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","miafitz","12440955","19125","3492","650","750308","22652","true","true","Turkish","miafitz"
"637","https://static-cdn.jtvnw.net/jtv_user_pictures/bb830599-82e9-4595-bb26-3a2a6da4ccbe-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","daltoosh","530352735","119130","30181","4451","749826","109410","true","false","English","daltoosh"
"638","https://static-cdn.jtvnw.net/jtv_user_pictures/f48abc33-9ab9-4d3d-a990-4405ac043174-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","alewang","46994880","77595","5415","605","749491","311477","true","false","Spanish","alewang"
"639","https://static-cdn.jtvnw.net/jtv_user_pictures/ebb631a9dde75406-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","WILDCAT","946890","1635","1087","579","748991","6411","true","false","English","WILDCAT"
"640","https://static-cdn.jtvnw.net/jtv_user_pictures/ad5ce0a7-0bbb-4300-83c7-5c6adef732b2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Espe","22398105","39615","17622","565","747204","85226","true","false","Spanish","Espe"
"641","https://static-cdn.jtvnw.net/jtv_user_pictures/e5299d3b-6d53-40ec-bc46-00c6ac9eee6a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","TolunayOren","98135775","34560","26037","2839","742652","254651","true","false","Turkish","TolunayOren"
"642","https://static-cdn.jtvnw.net/jtv_user_pictures/81f1a47f-0f18-4276-80e6-568aef8715e0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","lilsimsie","247514565","61290","22413","4038","741842","156505","true","false","English","lilsimsie"
"643","https://static-cdn.jtvnw.net/jtv_user_pictures/a4977cfd-1962-41ec-9355-ab2611b97552-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","加藤純一です (kato_junichi0817)","2312946420","100995","95550","22901","741288","177093","false","false","Japanese","加藤純一です (kato_junichi0817)"
"644","https://static-cdn.jtvnw.net/jtv_user_pictures/a02ca5df-e7ef-45c3-a307-c942df5c9140-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","stormen","126750075","80610","11632","1572","740451","101750","true","false","English","stormen"
"645","https://static-cdn.jtvnw.net/jtv_user_pictures/c2e5a2be-8072-40d0-a1cf-8bb2a47ff0a0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Maya","221068380","31485","33810","7021","740197","100636","true","false","English","Maya"
"646","https://static-cdn.jtvnw.net/jtv_user_pictures/460b9db2-562d-4bd0-af57-f1eb6f5a462c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Grimm","178895490","86640","7840","2064","738867","314013","true","false","English","Grimm"
"647","https://static-cdn.jtvnw.net/jtv_user_pictures/1ae24e91-49c6-4eea-a4af-fbe692aa9914-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Noni","175899225","90630","88741","1940","738193","650997","true","false","Spanish","Noni"
"648","https://static-cdn.jtvnw.net/jtv_user_pictures/f3608a23-83b6-4bc0-b131-44844959e3d1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Maghla","120716190","37560","11209","3213","738144","97563","true","false","French","Maghla"
"649","https://static-cdn.jtvnw.net/jtv_user_pictures/pago3-profile_image-5e9043daaa93d715-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","PAGO3","215209710","113835","24843","1890","738063","56241","true","false","Polish","PAGO3"
"650","https://static-cdn.jtvnw.net/jtv_user_pictures/ef09f700-1713-4dee-a6ab-548dddc7856b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ZONY","129585930","96690","7983","1340","737955","110777","true","false","Polish","ZONY"
"651","https://static-cdn.jtvnw.net/jtv_user_pictures/2f5addde-fd0d-4a10-82a9-ea91ebb17f8d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Quin69","1847533845","171390","53894","10779","737554","68516","true","false","English","Quin69"
"652","https://static-cdn.jtvnw.net/jtv_user_pictures/4bb1e209-eb77-438c-a0f8-2bf846fd6746-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","innocents","4158315","23295","1102","178","737261","-11394","true","true","English","innocents"
"653","https://static-cdn.jtvnw.net/jtv_user_pictures/4023afb2-2bfe-43d7-b45a-31835e6b82e2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Warcraft","206353410","15945","98596","12941","736356","104685","true","false","English","Warcraft"
"654","https://static-cdn.jtvnw.net/jtv_user_pictures/2f3e308f-c2dc-4963-88f1-d471c3904e1f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","TaliaMar","60250470","37935","6406","1588","735967","83410","true","false","English","TaliaMar"
"655","https://static-cdn.jtvnw.net/jtv_user_pictures/8acdc6e5-c862-4fa5-8363-e7d417341949-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","OMGitsfirefoxx","743235","4020","514","184","735734","-5141","true","false","English","OMGitsfirefoxx"
"656","https://static-cdn.jtvnw.net/jtv_user_pictures/382e703f-dbe0-4a8d-a5d0-e82f015e2581-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","Aa9skillz","132217515","63585","9427","2079","735242","45204","true","false","English","Aa9skillz"
"657","https://static-cdn.jtvnw.net/jtv_user_pictures/6bc77955-e959-4226-bffa-67ec07b8f5c5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","m0NESYoF","56816145","5925","21629","9589","732617","227425","true","false","Russian","m0NESYoF"
"658","https://static-cdn.jtvnw.net/jtv_user_pictures/924c075a-6758-4cb9-aff6-7e9e8ec0657a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","chowh1","904539675","157950","59343","5726","730127","160492","true","true","French","chowh1"
"659","https://static-cdn.jtvnw.net/jtv_user_pictures/82d228e6-215e-4c6b-bac9-1b4a0df65b3b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Bichouu_","469059630","106830","24469","4390","728399","129994","true","true","French","Bichouu_"
"660","https://static-cdn.jtvnw.net/jtv_user_pictures/c5327992-ba31-44d6-9cfc-557aedb23237-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ziGueira","148464735","99720","8636","1488","727794","29679","true","false","Portuguese","ziGueira"
"661","https://static-cdn.jtvnw.net/jtv_user_pictures/94286e18-367b-4795-98a5-d8dd530d4d0a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","mL7support","542298210","113445","101562","4780","725602","266004","true","false","English","mL7support"
"662","https://static-cdn.jtvnw.net/jtv_user_pictures/ac57e8ae-9847-4b38-8e2f-c7bbc017ab67-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","julien","164906235","67110","16830","2457","725457","38491","true","false","English","julien"
"663","https://static-cdn.jtvnw.net/jtv_user_pictures/81c6e9033b19fffb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","THERUSSIANBADGER","13957590","6630","3280","2105","725064","67672","true","false","English","THERUSSIANBADGER"
"664","https://static-cdn.jtvnw.net/jtv_user_pictures/047f3327-ef6d-4e0d-bd65-38a0586b195c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Kaydop","278912115","68895","12008","4048","724942","83671","true","false","French","Kaydop"
"665","https://static-cdn.jtvnw.net/jtv_user_pictures/b87aed43-f503-4c3d-ad62-d1a08f153425-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Sceptic","554685","6240","297","88","724435","-1237","true","false","English","Sceptic"
"666","https://static-cdn.jtvnw.net/jtv_user_pictures/af104c0f-f3b4-44cb-aee8-ebb0576d1077-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Arteezy","30497430","1635","23629","18652","724416","12930","true","true","English","Arteezy"
"667","https://static-cdn.jtvnw.net/jtv_user_pictures/779e270e-08fc-4a86-bf73-04fefa21bf4e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Tanizen","188665605","134805","18878","1399","723188","346926","true","false","Spanish","Tanizen"
"668","https://static-cdn.jtvnw.net/jtv_user_pictures/cad4777f-d0ab-41b8-85c0-13c808e35b9b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Datto","177482445","63870","95879","2778","721973","59742","true","true","English","Datto"
