"Ranking","Image","Channel","Watch time (mins)","Stream time (mins)","Peak viewers","Average viewers","Followers","Followers gained","Partnered","Mature","Language",""
"501","https://static-cdn.jtvnw.net/jtv_user_pictures/16171cc1-ef1c-4b85-9143-ad31037f072d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","schrodingerLee","194365665","84870","12171","2290","886351","659199","true","false","English","schrodingerLee"
"502","https://static-cdn.jtvnw.net/jtv_user_pictures/eb93145f-84ba-455c-a67b-9c58738ec774-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","GrenBaud","265711950","35745","30017","7433","883510","134593","true","true","Italian","GrenBaud"
"503","https://static-cdn.jtvnw.net/jtv_user_pictures/7166a1ba-75aa-44cc-bd8b-4a6d8b32b3c0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","dota2ti_ru","343220565","4515","285536","76017","882375","46331","true","false","Russian","dota2ti_ru"
"504","https://static-cdn.jtvnw.net/jtv_user_pictures/axtlol-profile_image-97bf65050bc4cb87-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","aXtLOL","324153810","139965","9473","2315","881005","10943","true","false","Portuguese","aXtLOL"
"505","https://static-cdn.jtvnw.net/jtv_user_pictures/8fe72998-250f-4b19-b49f-e4a56da094af-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Otzdarva","662557230","99435","28531","6663","880700","141210","true","false","English","Otzdarva"
"506","https://static-cdn.jtvnw.net/jtv_user_pictures/a9ca4641-152f-4742-9025-a9ef643200aa-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","MuTeX","350050815","183210","8518","1910","880393","71432","true","true","English","MuTeX"
"507","https://static-cdn.jtvnw.net/jtv_user_pictures/d78d234a-f0b8-4805-96b1-d7bdf573e6c0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ElChiringuitoTV","444409170","142440","49605","3119","875747","234568","true","false","Spanish","ElChiringuitoTV"
"508","https://static-cdn.jtvnw.net/jtv_user_pictures/4eecaab8-4de3-4bcc-b2b7-f3a03e8273a8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Etoiles","834247125","97035","207898","8597","875517","243658","true","false","French","Etoiles"
"509","https://static-cdn.jtvnw.net/jtv_user_pictures/ewroon-profile_image-13a9eaf00f468486-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","EWROON","1056084045","97305","29816","10853","875368","56694","true","false","Polish","EWROON"
"510","https://static-cdn.jtvnw.net/jtv_user_pictures/414adc96-2ca3-478d-8002-b5d73a4ed7e3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","WHOPLOHOYPAREN","494661375","45045","87478","10981","875154","563096","true","false","Russian","WHOPLOHOYPAREN"
"511","https://static-cdn.jtvnw.net/jtv_user_pictures/gtimetv-profile_image-2101e38cafec5e76-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","GTimeTV","172791495","232740","19025","742","874829","43172","true","true","German","GTimeTV"
"512","https://static-cdn.jtvnw.net/jtv_user_pictures/0ac5ce67-f783-4ce8-b38e-cd8cd31aa990-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","JASONR","128533245","236145","8837","544","874677","-17820","true","false","English","JASONR"
"513","https://static-cdn.jtvnw.net/jtv_user_pictures/3abf196b-0d2f-44f3-93b2-e5121219899f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ONSCREEN","108934620","61575","18200","1769","873713","-14938","true","false","English","ONSCREEN"
"514","https://static-cdn.jtvnw.net/jtv_user_pictures/coolifegame-profile_image-9981825686660744-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","CooLifeGame","38031360","74220","20041","512","872687","18546","true","false","Spanish","CooLifeGame"
"515","https://static-cdn.jtvnw.net/jtv_user_pictures/22543fff-bfc5-4133-bfd3-75557a5e35ce-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","blackelespanolito","295559580","113940","41836","2593","871715","214434","true","false","Spanish","blackelespanolito"
"516","https://static-cdn.jtvnw.net/jtv_user_pictures/b801de57-32c6-4eb5-a2d4-3d22c2eaa4a6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","MrSoki","125303100","89235","18850","1404","866887","93401","true","false","Spanish","MrSoki"
"517","https://static-cdn.jtvnw.net/jtv_user_pictures/8d6f9193-7b21-4933-bf91-402eb32f22ea-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Zemie","267093240","153075","50253","1744","866524","340327","true","false","English","Zemie"
"518","https://static-cdn.jtvnw.net/jtv_user_pictures/37567ea1-8246-4385-bcf6-8a3cdb9ca93b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Jinnytty","838172025","176610","16065","4745","866165","165428","true","false","English","Jinnytty"
"519","https://static-cdn.jtvnw.net/jtv_user_pictures/beb60178-e324-4a5b-ae0c-a78e43d77eb8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ZLOYn","262015530","57345","26927","4569","861602","154269","true","true","Russian","ZLOYn"
"520","https://static-cdn.jtvnw.net/jtv_user_pictures/ae933a07-ed4a-44be-b711-f9d61cae0b42-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","AnniTheDuck","97666290","32295","12159","3024","857600","45873","true","false","German","AnniTheDuck"
"521","https://static-cdn.jtvnw.net/jtv_user_pictures/f03ca1a6-9b96-4296-a50a-c33778238c72-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Giantwaffle","305098005","155355","7130","1963","857580","-9243","true","false","English","Giantwaffle"
"522","https://static-cdn.jtvnw.net/jtv_user_pictures/4ac74c79-1391-4ed8-9ef1-8a15910e712e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","pgod","83957100","67860","5420","1237","857535","60829","true","false","Spanish","pgod"
"523","https://static-cdn.jtvnw.net/jtv_user_pictures/3e77e4c7-04c4-42d1-9ba2-cdbe7b86b4e7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","YoungMulti","514756755","50265","33342","10240","855732","380835","true","false","Polish","YoungMulti"
"524","https://static-cdn.jtvnw.net/jtv_user_pictures/a0c052ec-2cfa-4d0d-9e48-bc85b904e784-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","MateoZ","60268290","133050","5087","452","854809","63494","true","false","Spanish","MateoZ"
"525","https://static-cdn.jtvnw.net/jtv_user_pictures/76e05185-d15d-4818-9267-1806b05fa2d1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Emongg","542717460","160515","44978","3381","854537","211146","true","false","English","Emongg"
"526","https://static-cdn.jtvnw.net/jtv_user_pictures/a785eaed-43ce-46e3-9138-d9f50c4a1af5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","IWDominate","415518135","84690","24304","4906","852055","14006","true","false","English","IWDominate"
"527","https://static-cdn.jtvnw.net/jtv_user_pictures/3ebeadc8-ad9f-4827-a398-e92e26310f0b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Lachlan","2929080","3360","2839","871","850975","29906","false","false","English","Lachlan"
"528","https://static-cdn.jtvnw.net/jtv_user_pictures/5477490e-b5ff-4476-9af8-1ee9b3491651-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","PintiPanda","31551240","18360","6602","1718","848983","57349","true","false","Turkish","PintiPanda"
"529","https://static-cdn.jtvnw.net/jtv_user_pictures/64e280b4-d6a1-4819-922b-9d4f8c80a3c7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Mastu","40981005","3210","31513","12766","848911","304615","true","false","French","Mastu"
"530","https://static-cdn.jtvnw.net/jtv_user_pictures/cecd28e9-df32-441a-9a1f-54e2ff7722ab-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","AdrianaChechik_","180867885","77505","9680","2333","848290","192718","true","true","English","AdrianaChechik_"
"531","https://static-cdn.jtvnw.net/jtv_user_pictures/terracid-profile_image-d0b3a49fe9db5777-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","Terracid","184600455","49440","13676","3733","847490","116644","true","false","French","Terracid"
"532","https://static-cdn.jtvnw.net/jtv_user_pictures/6778f5ad-1b8c-4abe-8b4f-e4098c187487-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Mews","14651175","89835","1757","163","846052","-3662","true","false","English","Mews"
"533","https://static-cdn.jtvnw.net/jtv_user_pictures/730415ce-12c3-455f-8218-dfff65238c5b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Fanum","470984190","61110","25058","7707","845854","549528","true","false","English","Fanum"
"534","https://static-cdn.jtvnw.net/jtv_user_pictures/59b10cc7-772e-48a9-92df-066e9a35862b-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","괴물쥐123 (tmxk319)","802851315","136230","31833","5893","845543","73353","true","false","Korean","괴물쥐123 (tmxk319)"
"535","https://static-cdn.jtvnw.net/jtv_user_pictures/9e6d08d1-dd13-49b9-8d0f-edfbf386352c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","GothamChess","172598175","39165","19088","4406","844288","281215","true","false","English","GothamChess"
"536","https://static-cdn.jtvnw.net/jtv_user_pictures/236ffb31-0bf5-41d9-9aa1-363283da26cf-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Reetlol","73981950","126675","5337","584","843711","55070","true","false","English","Reetlol"
"537","https://static-cdn.jtvnw.net/jtv_user_pictures/dafran-profile_image-98c45a96ca6ad150-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","dafran","440240550","101550","47608","4335","842560","146476","true","false","English","dafran"
"538","https://static-cdn.jtvnw.net/jtv_user_pictures/0bd71b32-6417-471c-8196-d58df1a0105d-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","오킹 (obm1025)","546083355","129840","17951","4205","842151","153313","true","true","Korean","오킹 (obm1025)"
"539","https://static-cdn.jtvnw.net/jtv_user_pictures/e80bff37-09c1-46f0-abf7-e72683dab442-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Dilera","51038565","227430","17485","224","841969","92242","false","true","Portuguese","Dilera"
"540","https://static-cdn.jtvnw.net/jtv_user_pictures/fc1b08d4-81da-4ce8-b87e-0cad3e712bd0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","mistermv","759747765","70365","95526","10797","841308","79075","true","false","French","mistermv"
"541","https://static-cdn.jtvnw.net/jtv_user_pictures/e54a58e7-1c76-4099-85af-f3348cfc2441-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Amaz","95795025","61170","3601","1566","840970","-15139","true","false","English","Amaz"
"542","https://static-cdn.jtvnw.net/jtv_user_pictures/b0be5901-bd29-425f-a535-2252a9ecac19-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ranboobutnot","10210035","885","18177","11536","839272","45097","true","false","English","ranboobutnot"
"543","https://static-cdn.jtvnw.net/jtv_user_pictures/d8460b8b-b1a8-41d6-8f8c-03df5da9789a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Eray","588531900","77520","30042","7592","838593","377199","true","true","Turkish","Eray"
"544","https://static-cdn.jtvnw.net/jtv_user_pictures/7a7fe0e4-4917-436f-9491-bd7fda53c30a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","RiotGamesTurkish","205176555","34005","43356","6033","837816","31148","true","false","Turkish","RiotGamesTurkish"
"545","https://static-cdn.jtvnw.net/jtv_user_pictures/bb24f830-f4f7-4418-b4ff-b2da57e97c74-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","FFearFFul","1922175","1665","7045","1154","837255","22191","true","false","Arabic","FFearFFul"
"546","https://static-cdn.jtvnw.net/jtv_user_pictures/44667516-2d21-4e93-9e38-8b21fd6cd409-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","annadeniz","9248325","8850","4801","1045","836901","5862","true","true","Turkish","annadeniz"
"547","https://static-cdn.jtvnw.net/jtv_user_pictures/8d75622d-be8a-4531-9168-7f0cceee3807-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","PlayHearthstone","42289755","8775","28664","4819","836760","3802","true","false","English","PlayHearthstone"
"548","https://static-cdn.jtvnw.net/jtv_user_pictures/9eab942f-d4f6-4746-8d93-9d7a9431557e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","PlayStation","20555670","30675","95605","670","833429","41386","true","true","English","PlayStation"
"549","https://static-cdn.jtvnw.net/jtv_user_pictures/3b88598a-e6a5-4666-a378-69bae28e2f68-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","Pieface23","324972885","99885","19675","3253","833213","113743","true","false","English","Pieface23"
"550","https://static-cdn.jtvnw.net/jtv_user_pictures/4163f4d2-ec92-43d0-b429-1db737ad4c15-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","DansGaming","510445635","166980","20800","3056","832887","3190","true","false","English","DansGaming"
"551","https://static-cdn.jtvnw.net/jtv_user_pictures/058cf3c5-cdfe-4b16-b072-13da7e0ba423-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","rociodta","103500225","59565","21857","1737","832436","328523","true","false","Spanish","rociodta"
"552","https://static-cdn.jtvnw.net/jtv_user_pictures/e4cf03c9-ca69-4399-8cbc-f61088cf1d7d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Baiano","1060321035","104325","75123","10163","832318","72697","true","true","Portuguese","Baiano"
"553","https://static-cdn.jtvnw.net/jtv_user_pictures/774dcf07-a145-4fdf-8f5d-2e2f24a7cb0f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","gratis150ml","138751455","155250","5928","893","831255","3610","true","true","Portuguese","gratis150ml"
"554","https://static-cdn.jtvnw.net/jtv_user_pictures/457c307d-a439-4d6e-98f8-69f373044541-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","okyyy","57480345","33195","10097","1731","831070","57839","true","false","Spanish","okyyy"
"555","https://static-cdn.jtvnw.net/jtv_user_pictures/ae1b65da-1ff1-41b5-b962-54a0b7b0df28-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","zubarefff","336396795","47985","20307","7010","830533","814073","true","false","Russian","zubarefff"
"556","https://static-cdn.jtvnw.net/jtv_user_pictures/41db2352-66da-489d-a058-c9349db3c830-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","mount","337737930","139050","23211","2428","829009","178767","true","false","Portuguese","mount"
"557","https://static-cdn.jtvnw.net/jtv_user_pictures/d57c5237-ca9d-432c-9560-d5e62b28ce80-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","AdmiralBahroo","678738405","116430","11179","5829","828803","-16700","true","false","English","AdmiralBahroo"
"558","https://static-cdn.jtvnw.net/jtv_user_pictures/d2d10d39-d857-4f01-a1c2-447a9fbbc9bf-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","HandIOfIBlood","6097560","1140","7304","5348","828122","14154","false","false","German","HandIOfIBlood"
"559","https://static-cdn.jtvnw.net/jtv_user_pictures/d00f1d0a-2637-4cbf-a167-e1055686ce87-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","PostMalone","62545530","2025","51462","30886","826623","367394","true","true","English","PostMalone"
"560","https://static-cdn.jtvnw.net/jtv_user_pictures/c6a67e55-8b80-4eaf-beb3-adf7fcc49fa5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","KYR_SP33DY","314993115","113745","9806","2769","825579","39603","true","false","English","KYR_SP33DY"
"561","https://static-cdn.jtvnw.net/jtv_user_pictures/3a867eb8-ceb4-4d4b-a6a5-2be594442078-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","luisenrique21","49467990","1035","152078","47795","825558","678417","true","false","Spanish","luisenrique21"
"562","https://static-cdn.jtvnw.net/jtv_user_pictures/monstercat-profile_image-3e109d75f8413319-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","Monstercat","85708320","524955","906","163","824073","-157","true","false","English","Monstercat"
"563","https://static-cdn.jtvnw.net/jtv_user_pictures/ffedc64f-abe5-43c7-b958-b5aa2cbba3e4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","mokrivskyi","198589875","23925","28001","8300","823229","48680","false","false","Russian","mokrivskyi"
"564","https://static-cdn.jtvnw.net/jtv_user_pictures/471ea1a6-3320-4167-848a-e04901bdd0a2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Doggydogg20","2235270","2235","4424","1000","822826","91773","true","true","English","Doggydogg20"
"565","https://static-cdn.jtvnw.net/jtv_user_pictures/dc621746-c465-4a51-94a6-fa2c246be86d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","buddha","1046587125","99300","28006","10539","822487","48396","true","true","English","buddha"
"566","https://static-cdn.jtvnw.net/jtv_user_pictures/tsm_theoddone-profile_image-338e7c68c54f0574-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","TSM_TheOddOne","94355400","195240","2283","483","821859","-9961","true","false","English","TSM_TheOddOne"
"567","https://static-cdn.jtvnw.net/jtv_user_pictures/d67c2800-3702-4d05-a44b-98a6ac645027-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","SidneyEweka","498972165","96135","23641","5190","819725","269043","true","false","German","SidneyEweka"
"568","https://static-cdn.jtvnw.net/jtv_user_pictures/d59491ae-1cdb-4074-a52e-c9ec92194f8b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","TwitchPresents","12679305","975","34640","13004","819137","-7050","true","false","English","TwitchPresents"
"569","https://static-cdn.jtvnw.net/jtv_user_pictures/3f1012ba-29c5-45e0-93f6-16cf9d290cad-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","IJenz","595833960","512580","5367","1162","818905","465021","true","false","Spanish","IJenz"
"570","https://static-cdn.jtvnw.net/jtv_user_pictures/6b9e12d3-a748-4aec-b83c-ec6f1db2375b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Faide","384017940","70515","14723","5445","818129","331823","true","false","English","Faide"
"571","https://static-cdn.jtvnw.net/jtv_user_pictures/8919c1c6-d4f2-4e31-8238-c56270d9c13e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Levo","473131830","120690","46921","3920","814643","177393","true","true","Turkish","Levo"
"572","https://static-cdn.jtvnw.net/jtv_user_pictures/9906ee0c-b47a-40fb-beb7-8294530565ba-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","SilverName","887875110","90885","31575","9769","812629","50198","true","false","Russian","SilverName"
"573","https://static-cdn.jtvnw.net/jtv_user_pictures/615a394e-8142-49ea-bb49-3e7965867544-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","iaaraS2","33406020","44100","3716","757","812286","54525","true","false","Spanish","iaaraS2"
"574","https://static-cdn.jtvnw.net/jtv_user_pictures/c052d503-8145-4264-b574-aedbbe7cd454-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","Teeqzy_","248520","480","1053","517","811817","-4945","true","true","French","Teeqzy_"
"575","https://static-cdn.jtvnw.net/jtv_user_pictures/c4b1a1dd-27f3-49cc-a84d-2cf9ac3e00c4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","rickyedit","67959045","43245","17793","1571","811773","123034","true","false","Spanish","rickyedit"
"576","https://static-cdn.jtvnw.net/jtv_user_pictures/d78010b4-516e-4858-9d7a-2e5df6750d69-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Tectone","537313575","151815","36588","3539","810815","96838","true","false","English","Tectone"
"577","https://static-cdn.jtvnw.net/jtv_user_pictures/a3e4571a1b9363e8-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","TrumpSC","48962640","61215","5688","799","808859","-3466","true","false","English","TrumpSC"
"578","https://static-cdn.jtvnw.net/jtv_user_pictures/68b70dd9-0102-4cbc-bdb0-bca6ca10230c-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","AsunaWEEB","152070090","26415","26003","5756","808264","131063","true","false","English","AsunaWEEB"
"579","https://static-cdn.jtvnw.net/jtv_user_pictures/0ee336a3-441d-4422-b7c8-f383bcbd5bb3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","s0mcs","478435995","88515","20135","5405","806322","268786","true","false","English","s0mcs"
"580","https://static-cdn.jtvnw.net/jtv_user_pictures/7ed5f200-dbb5-45a2-8f6f-abdb5f588a31-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","sweetdreams","624328410","88605","35357","7046","805578","190135","true","false","English","sweetdreams"
"581","https://static-cdn.jtvnw.net/jtv_user_pictures/a467d57f-351b-4fbf-85b7-bcd87266b35d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Kolderiu","93560235","54510","9951","1716","805103","135580","true","false","Spanish","Kolderiu"
"582","https://static-cdn.jtvnw.net/jtv_user_pictures/125bbc49-45d1-432c-92b3-f5aef1e7ab21-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Ponce","1079967585","122835","91051","8792","804058","97096","true","false","French","Ponce"
"583","https://static-cdn.jtvnw.net/jtv_user_pictures/946aef05-ed25-45ed-ac63-abd4ee223106-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Homyatol","102943305","41340","8902","2490","803797","14047","true","true","Italian","Homyatol"
"584","https://static-cdn.jtvnw.net/jtv_user_pictures/5e484bc2-b4cc-4c1e-9a5c-76e572a4c24b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","TSM_Viss","120668775","132105","9899","913","802759","-5705","true","false","English","TSM_Viss"
"585","https://static-cdn.jtvnw.net/jtv_user_pictures/aa1bb407f674b57e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","amustycow","12380835","12750","4972","971","802562","43757","true","false","English","amustycow"
"586","https://static-cdn.jtvnw.net/jtv_user_pictures/0c9ba390-2d6d-4a9b-93a6-8f7568995575-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Crayator","104870325","116265","2752","901","799059","43209","true","false","English","Crayator"
"587","https://static-cdn.jtvnw.net/jtv_user_pictures/117165b7-8b04-4e94-a92e-2fdb7e37f20a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ORIGINPC","329805","2835","791","116","798634","2699","true","false","English","ORIGINPC"
"588","https://static-cdn.jtvnw.net/jtv_user_pictures/95ce9a93-0d8f-49d5-bd3c-fd2851eaecda-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ElmiilloR","408234600","88650","25551","4605","798620","22818","true","false","Spanish","ElmiilloR"
"589","https://static-cdn.jtvnw.net/jtv_user_pictures/fbfd29cb-a5eb-4d6c-a712-86d7921d5bd0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","KayPea","47971605","62220","2668","770","797164","887","true","false","English","KayPea"
"590","https://static-cdn.jtvnw.net/jtv_user_pictures/9f6cb0ba-70f2-4fd0-9912-2c315dde0338-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","forever","29848275","7995","8230","3733","796983","43431","true","false","Portuguese","forever"
"591","https://static-cdn.jtvnw.net/jtv_user_pictures/0666f411-86f9-49db-bbe4-957c137cd6b3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Rogue","348984420","113775","15548","3067","796954","75757","true","false","English","Rogue"
"592","https://static-cdn.jtvnw.net/jtv_user_pictures/f5287d16-d2c8-4a82-ad68-d621415d43f2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Skyyart","189172965","103995","13311","1819","794616","48355","true","false","French","Skyyart"
"593","https://static-cdn.jtvnw.net/jtv_user_pictures/fl0m-profile_image-efa66f8f4aa42f40-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","fl0m","500302620","203760","15655","2455","794195","49136","true","false","English","fl0m"
"594","https://static-cdn.jtvnw.net/jtv_user_pictures/5c401da9-d14c-4d85-93c5-a6b8417abc3a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Wolfiez","4572420","8985","3275","508","794188","-2538","true","false","English","Wolfiez"
"595","https://static-cdn.jtvnw.net/jtv_user_pictures/288c688d-16e0-4c54-b76d-3bbbaa677438-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ALOHADANCETV","170380065","96480","14330","1765","791788","53702","true","true","Russian","ALOHADANCETV"
"596","https://static-cdn.jtvnw.net/jtv_user_pictures/ratirl-profile_image-9721e084b66a697e-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","RATIRL","532716375","101520","16073","5247","788829","83969","true","true","English","RATIRL"
"597","https://static-cdn.jtvnw.net/jtv_user_pictures/bungie-profile_image-9437066b0a491c6e-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","Bungie","37179375","255","314099","145801","787917","69887","true","false","English","Bungie"
"598","https://static-cdn.jtvnw.net/jtv_user_pictures/a0c5169a-c29b-48cc-8a92-9b16d0451cb2-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","Froggen","44985990","37560","3831","1197","787850","-3574","true","false","English","Froggen"
"599","https://static-cdn.jtvnw.net/jtv_user_pictures/b66f046e-b701-4847-b786-4c29b2d72906-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","tuonto","91865055","34470","21439","2665","787616","214917","true","true","English","tuonto"
"600","https://static-cdn.jtvnw.net/jtv_user_pictures/thijs-profile_image-d1855265a6df68d1-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Thijs","484345575","108345","17047","4470","787598","12353","true","false","English","Thijs"
"601","https://static-cdn.jtvnw.net/jtv_user_pictures/69912505-a4b2-4347-b521-7ccb97641037-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Kareykadasha","46521540","33885","5648","1372","785777","63991","true","false","Russian","Kareykadasha"
"602","https://static-cdn.jtvnw.net/jtv_user_pictures/dc99030e-69b1-4e11-b381-e1507c991ff0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","xRohat","657295005","120510","22731","5454","783689","316856","true","false","German","xRohat"
"603","https://static-cdn.jtvnw.net/jtv_user_pictures/5ed06345-98c3-4f88-a19f-ec747b8afc8d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","StarLadder_cs_en","3690060","1680","5948","2196","783535","874","true","false","English","StarLadder_cs_en"
"604","https://static-cdn.jtvnw.net/jtv_user_pictures/admiralbulldog-profile_image-888d5b80958e636f-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","AdmiralBulldog","575370465","137925","13180","4171","782490","16994","true","true","English","AdmiralBulldog"
"605","https://static-cdn.jtvnw.net/jtv_user_pictures/751ab095-b966-49a3-892c-3bd3f9f2f1aa-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ryux","80411790","151305","5035","531","782038","62666","true","false","Spanish","ryux"
